Run ID,Tuning State,Time (s),Pressure (PSI),Valve Open (%),Flow Rate (L/min),Temperature (°C)
1,Before Tuning,0.0,44.6353749143007,49.79159107813147,8.834946311827315,28.23094373153928
1,Before Tuning,1.0033444816053512,44.73992788513775,49.54804632224641,8.19072422654482,28.26597806217
1,Before Tuning,2.0066889632107023,45.08884014281601,49.67592422595285,9.24685060326023,28.577769687355925
1,Before Tuning,3.0100334448160533,45.06508752464995,49.903431447178995,8.810814318421045,28.6851122089769
1,Before Tuning,4.013377926421405,45.18573166738558,50.10538374711467,8.784153384016479,28.672249738896625
1,Before Tuning,5.016722408026756,44.95935132353155,50.282257117686015,9.658976162323501,28.73129797486193
1,Before Tuning,6.020066889632107,44.90253054596148,49.994406438879324,8.955862975029278,28.752335739551068
1,Before Tuning,7.023411371237458,44.96496359221451,50.36004861149329,9.174224253595803,28.120329094209897
1,Before Tuning,8.02675585284281,44.54127775851002,49.924862077161094,8.222669765180726,28.899401759549445
1,Before Tuning,9.03010033444816,45.040352812454216,49.44186465263245,8.0976801520795,28.721613085694198
1,Before Tuning,10.033444816053512,45.10127977928014,49.751356219538664,9.298579434599922,29.09295421893103
1,Before Tuning,11.036789297658864,45.28982817746559,49.17716862518408,8.883292275430222,28.20410101383418
1,Before Tuning,12.040133779264213,45.92686309849343,48.22322017779763,8.08262267457248,29.554956514612993
1,Before Tuning,13.043478260869565,47.072550407100074,48.00249479968974,8.279899717470794,28.824136610162327
1,Before Tuning,14.046822742474916,47.93104891820272,47.46570631434206,8.976092781476604,28.364526210721323
1,Before Tuning,15.050167224080267,49.61531999137226,46.97741243260517,7.982227502366022,29.126477289276313
1,Before Tuning,16.05351170568562,50.96374547411727,46.937874303894844,7.799195072345014,29.27260103363121
1,Before Tuning,17.05685618729097,52.68768691054131,46.32958758824318,8.27134120411399,29.27752036406509
1,Before Tuning,18.06020066889632,54.64643351266926,46.44933308633805,7.612347010744091,28.619873291155617
1,Before Tuning,19.06354515050167,56.250228964382735,46.36712639869853,8.046586493613713,30.17496468820296
1,Before Tuning,20.066889632107024,58.29145719290485,45.547567652788224,7.683173607089907,30.45121431824225
1,Before Tuning,21.070234113712374,60.717552389678836,45.40501627081578,8.675458527016142,30.696559967490753
1,Before Tuning,22.073578595317727,62.90180876064821,45.61215163950059,9.161188392397493,30.11652900213194
1,Before Tuning,23.076923076923077,65.12007582830701,45.82523198289848,8.004864113463576,30.194265456483496
1,Before Tuning,24.080267558528426,67.09053921258953,46.07085388228025,8.689182378369738,29.758541325470823
1,Before Tuning,25.08361204013378,69.06236290294221,46.042706505806805,7.8702519024758315,29.728759001834163
1,Before Tuning,26.08695652173913,71.06106780208104,46.18333426410352,8.721133234577252,31.104769754465366
1,Before Tuning,27.090301003344482,72.89179340718617,46.24775275272954,8.1449624244803,30.672962560772294
1,Before Tuning,28.093645484949832,74.82586437124873,47.2230908741104,9.23282457033985,31.76084900866139
1,Before Tuning,29.096989966555185,75.67798985456704,47.297540275912695,8.292222607299877,30.507849877111415
1,Before Tuning,30.100334448160535,77.53736242217245,47.54765685728758,8.492375756244487,31.327224379514476
1,Before Tuning,31.103678929765888,78.13853481381025,48.84332474743941,8.216920936621007,30.90004742129068
1,Before Tuning,32.10702341137124,78.6979061538386,48.35099256547977,8.511871972339906,31.98053891765024
1,Before Tuning,33.11036789297659,79.79305732336232,48.61684444953521,7.382381732146405,31.742738181336357
1,Before Tuning,34.11371237458194,80.08568764259925,49.288654250104784,8.733322149316077,30.883187114972788
1,Before Tuning,35.11705685618729,80.5067821560331,49.68562976379076,9.511954037176958,31.189583135599985
1,Before Tuning,36.12040133779264,80.40110928428076,50.07867430628859,8.719609919166535,31.485155556091573
1,Before Tuning,37.123745819397996,80.4278447249743,51.375408974222026,9.444517524513508,31.276328758107354
1,Before Tuning,38.12709030100334,79.02110028004464,50.827792459681476,8.964235619790248,31.66435634742158
1,Before Tuning,39.130434782608695,79.5972837286384,50.687305560140786,8.838266096351756,30.50308884652308
1,Before Tuning,40.13377926421405,78.3314960391007,51.91062115880759,8.74164466019211,31.483712724392674
1,Before Tuning,41.137123745819395,77.68027253251039,52.70538579699674,8.972357076910404,30.567977579012773
1,Before Tuning,42.14046822742475,75.61706212907052,53.466648489194,9.889141951560449,30.611872640856774
1,Before Tuning,43.1438127090301,74.20202990121206,52.02194675121045,10.023320288568021,31.581259398873385
1,Before Tuning,44.147157190635454,73.58835301414365,52.26793110476635,8.935916248791381,30.789654939209775
1,Before Tuning,45.1505016722408,71.92651374258362,53.589919906064466,9.062630313137253,29.507972266641442
1,Before Tuning,46.15384615384615,69.98642668698868,53.3953312680342,9.454741114620102,30.001192354536173
1,Before Tuning,47.15719063545151,68.5198268515794,53.17974714513616,10.10001180013249,30.09654406246831
1,Before Tuning,48.16053511705685,66.79604493601595,53.39897265293851,9.73830394771467,31.316882734162306
1,Before Tuning,49.163879598662206,65.10948639712606,53.338572809735226,9.029941725739025,30.2190261144624
1,Before Tuning,50.16722408026756,63.446306330930426,52.90531651866393,9.900685378549625,29.624422272863047
1,Before Tuning,51.17056856187291,62.194453100807735,52.908886488428,9.294988990277714,29.29716151253021
1,Before Tuning,52.17391304347826,60.527691125149836,52.92963693823388,10.066462699602745,29.518771412942968
1,Before Tuning,53.17725752508361,59.25501804572359,52.571742924053765,10.402765946382013,29.838470181462135
1,Before Tuning,54.180602006688964,57.947347054192875,52.60245146147699,9.372562765403181,29.40306788658952
1,Before Tuning,55.18394648829432,56.64386273320487,52.39972060566302,9.52766997692665,28.456215602142034
1,Before Tuning,56.187290969899664,55.53960062710624,52.02972237096164,8.238617296334606,29.217076643488546
1,Before Tuning,57.19063545150502,54.60735199310958,51.04532853835522,9.386139009605497,29.12511441302605
1,Before Tuning,58.19397993311037,54.49077600668294,51.10416189649294,9.463731350885501,29.034405608489138
1,Before Tuning,59.197324414715716,53.499497247464504,50.91374223904721,9.453465974336732,29.6613570364594
1,Before Tuning,60.20066889632107,53.573977773525215,49.9970080031416,8.786365000898497,29.137031507071534
1,Before Tuning,61.20401337792642,53.50249925100136,50.328094783970094,9.504139150535792,29.022814127272746
1,Before Tuning,62.207357859531776,53.244785682585324,50.788940124139444,9.030066811133759,28.446342252360804
1,Before Tuning,63.21070234113712,52.71092053112901,49.50410188836431,8.700285566818113,28.913847311971164
1,Before Tuning,64.21404682274247,53.74234231633351,48.46906274797277,8.18004201588046,29.160791806467795
1,Before Tuning,65.21739130434783,54.246977974634596,49.18593936384989,9.39503436011706,29.644188532440396
1,Before Tuning,66.22073578595318,54.55912556330687,48.629935045929116,9.700969152389936,29.24806473745732
1,Before Tuning,67.22408026755853,55.62162508574251,47.96002554744636,7.4787168370994745,29.982466925689266
1,Before Tuning,68.22742474916387,56.60592267289246,48.09806854641425,8.352333613991426,29.031301289784075
1,Before Tuning,69.23076923076923,57.529917514089405,48.161654949683964,8.954193143957932,28.783715577254057
1,Before Tuning,70.23411371237458,58.45041603441357,47.83612422725604,9.58646623034322,29.66170600583022
1,Before Tuning,71.23745819397993,59.70103032955158,47.45282201261026,8.484319872159798,28.77319577409897
1,Before Tuning,72.24080267558529,61.00611301172769,47.43866846805844,8.897021255357949,29.379334105509948
1,Before Tuning,73.24414715719064,62.27092818768693,47.83505889872356,8.986474154166707,29.31051627703203
1,Before Tuning,74.24749163879599,63.178294718694026,47.5340346927585,8.099500055744242,29.635320094725312
1,Before Tuning,75.25083612040133,64.74514087053791,47.5732593504787,8.94076032864298,30.262265616514192
1,Before Tuning,76.25418060200668,65.61315155767858,47.20682779584962,8.645136723159649,29.348093456728854
1,Before Tuning,77.25752508361204,67.54765478774566,47.29858628178275,8.63086962962328,30.200064141445047
1,Before Tuning,78.26086956521739,68.32360010438487,48.23698424523718,8.245059089536612,31.151340086629858
1,Before Tuning,79.26421404682274,69.31656691627023,47.72031704883561,8.58947911384166,30.16429632295552
1,Before Tuning,80.2675585284281,70.61090741324546,47.54694941333284,8.300845599088332,30.940387591033137
1,Before Tuning,81.27090301003345,71.7778216855015,48.46930608668819,8.093947639452793,31.003218835226917
1,Before Tuning,82.27424749163879,72.14672070419378,48.51146415066364,8.475260418782621,30.379404224747965
1,Before Tuning,83.27759197324414,73.27133591560487,48.86578723547487,8.43501182947683,30.788494589090508
1,Before Tuning,84.2809364548495,73.28472682244642,49.47993566917877,8.892257027570441,30.051243685523865
1,Before Tuning,85.28428093645485,73.79313959201413,49.063550814406355,9.142276153475203,31.34239697460904
1,Before Tuning,86.2876254180602,74.22430794511563,49.01264361966868,8.774837064337774,29.754665266398895
1,Before Tuning,87.29096989966555,74.7837981675974,50.27051650777662,8.216601012774353,31.930586261520762
1,Before Tuning,88.29431438127091,73.9528866998548,50.57149198833082,9.546106902440298,30.94475642326121
1,Before Tuning,89.29765886287625,74.21039483482399,49.665982039394066,8.86293717731056,30.338685318472944
1,Before Tuning,90.3010033444816,74.28802177738584,50.79761225567542,8.42617881253308,31.075719587218263
1,Before Tuning,91.30434782608695,73.41011497963125,51.46412099154642,8.342580814730296,31.22382401288593
1,Before Tuning,92.3076923076923,72.81900406011518,50.78658253976458,9.12958227146056,30.417729070080057
1,Before Tuning,93.31103678929766,72.62090172903133,51.18419062627689,9.71871501161418,30.141072649639657
1,Before Tuning,94.31438127090301,71.63085293007147,51.352055073577034,9.593163617839174,29.75019869044106
1,Before Tuning,95.31772575250837,71.2643247321313,51.71314605792878,8.823708155619308,29.4707910399669
1,Before Tuning,96.3210702341137,69.9119772866647,51.91233940608305,8.41880150651734,30.065397540222627
1,Before Tuning,97.32441471571906,69.34558954208144,51.712466264939806,8.984799404185095,31.263540492933117
1,Before Tuning,98.32775919732441,68.193783709802,52.00302803857414,10.368317132986714,31.09124994907978
1,Before Tuning,99.33110367892976,67.33586241307728,51.84887435645453,9.422162945104176,29.875989221588714
1,Before Tuning,100.33444816053512,66.3387258270717,52.346646001850715,9.179196294101855,30.0997861886591
1,Before Tuning,101.33779264214047,64.9813680968391,51.75769471020598,8.929909985249859,30.196000271138736
1,Before Tuning,102.34113712374582,64.57515253923961,51.504631809344176,9.349681641791955,29.6435117244909
